,icd_code,icd_code_desc,icd_code_desc_de
77205,M8215,,"Osteoporose bei endokrinen Störungen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77206,M8216,,"Osteoporose bei endokrinen Störungen: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77207,M8217,,"Osteoporose bei endokrinen Störungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77208,M8218,,"Osteoporose bei endokrinen Störungen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77209,M8219,,Osteoporose bei endokrinen Störungen: Nicht näher bezeichnete Lokalisation
77210,M828,,Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten
77211,M8280,,Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Mehrere Lokalisationen
77212,M8281,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77213,M8282,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Oberarm [Humerus, Ellenbogengelenk]"
77214,M8283,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Unterarm [Radius, Ulna, Handgelenk]"
77215,M8284,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77216,M8285,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77217,M8286,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77218,M8287,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77219,M8288,,"Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77220,M8289,,Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Nicht näher bezeichnete Lokalisation
77221,M83,,Osteomalazie im Erwachsenenalter
77222,M8300,,Osteomalazie im Wochenbett: Mehrere Lokalisationen
77223,M8301,,"Osteomalazie im Wochenbett: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77224,M8302,,"Osteomalazie im Wochenbett: Oberarm [Humerus, Ellenbogengelenk]"
77225,M8303,,"Osteomalazie im Wochenbett: Unterarm [Radius, Ulna, Handgelenk]"
77226,M8304,,"Osteomalazie im Wochenbett: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77227,M8305,,"Osteomalazie im Wochenbett: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77228,M8306,,"Osteomalazie im Wochenbett: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77229,M8307,,"Osteomalazie im Wochenbett: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77230,M8308,,"Osteomalazie im Wochenbett: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77231,M8309,,Osteomalazie im Wochenbett: Nicht näher bezeichnete Lokalisation
77232,M8310,,Senile Osteomalazie: Mehrere Lokalisationen
77233,M8311,,"Senile Osteomalazie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77234,M8312,,"Senile Osteomalazie: Oberarm [Humerus, Ellenbogengelenk]"
77235,M8313,,"Senile Osteomalazie: Unterarm [Radius, Ulna, Handgelenk]"
77236,M8314,,"Senile Osteomalazie: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77237,M8315,,"Senile Osteomalazie: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77238,M8316,,"Senile Osteomalazie: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77239,M8317,,"Senile Osteomalazie: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77240,M8318,,"Senile Osteomalazie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77241,M8319,,Senile Osteomalazie: Nicht näher bezeichnete Lokalisation
77242,M8320,,Osteomalazie im Erwachsenenalter durch Malabsorption: Mehrere Lokalisationen
77243,M8321,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77244,M8322,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Oberarm [Humerus, Ellenbogengelenk]"
77245,M8323,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Unterarm [Radius, Ulna, Handgelenk]"
77246,M8324,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77247,M8325,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77248,M8326,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77249,M8327,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77250,M8328,,"Osteomalazie im Erwachsenenalter durch Malabsorption: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77251,M8329,,Osteomalazie im Erwachsenenalter durch Malabsorption: Nicht näher bezeichnete Lokalisation
77252,M8330,,Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Mehrere Lokalisationen
77253,M8331,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77254,M8332,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Oberarm [Humerus, Ellenbogengelenk]"
77255,M8333,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Unterarm [Radius, Ulna, Handgelenk]"
77256,M8334,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77257,M8335,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77258,M8336,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77259,M8337,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77260,M8338,,"Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77261,M8339,,Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Nicht näher bezeichnete Lokalisation
77262,M8340,,Aluminiumosteopathie: Mehrere Lokalisationen
77263,M8341,,"Aluminiumosteopathie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77264,M8342,,"Aluminiumosteopathie: Oberarm [Humerus, Ellenbogengelenk]"
77265,M8343,,"Aluminiumosteopathie: Unterarm [Radius, Ulna, Handgelenk]"
77266,M8344,,"Aluminiumosteopathie: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77267,M8345,,"Aluminiumosteopathie: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77268,M8346,,"Aluminiumosteopathie: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77269,M8347,,"Aluminiumosteopathie: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77270,M8348,,"Aluminiumosteopathie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77271,M8349,,Aluminiumosteopathie: Nicht näher bezeichnete Lokalisation
77272,M8350,,Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Mehrere Lokalisationen
77273,M8351,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77274,M8352,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Oberarm [Humerus, Ellenbogengelenk]"
77275,M8353,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Unterarm [Radius, Ulna, Handgelenk]"
77276,M8354,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77277,M8355,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77278,M8356,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77279,M8357,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77280,M8358,,"Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77281,M8359,,Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Nicht näher bezeichnete Lokalisation
77282,M8380,,Sonstige Osteomalazie im Erwachsenenalter: Mehrere Lokalisationen
77283,M8381,,"Sonstige Osteomalazie im Erwachsenenalter: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77284,M8382,,"Sonstige Osteomalazie im Erwachsenenalter: Oberarm [Humerus, Ellenbogengelenk]"
77285,M8383,,"Sonstige Osteomalazie im Erwachsenenalter: Unterarm [Radius, Ulna, Handgelenk]"
77286,M8384,,"Sonstige Osteomalazie im Erwachsenenalter: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77287,M8385,,"Sonstige Osteomalazie im Erwachsenenalter: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77288,M8386,,"Sonstige Osteomalazie im Erwachsenenalter: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77289,M8387,,"Sonstige Osteomalazie im Erwachsenenalter: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77290,M8388,,"Sonstige Osteomalazie im Erwachsenenalter: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77291,M8389,,Sonstige Osteomalazie im Erwachsenenalter: Nicht näher bezeichnete Lokalisation
77292,M8390,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Mehrere Lokalisationen"
77293,M8391,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77294,M8392,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77295,M8393,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77296,M8394,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77297,M8395,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77298,M8396,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77299,M8397,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77300,M8398,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77301,M8399,,"Osteomalazie im Erwachsenenalter, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77302,M84,,Veränderungen der Knochenkontinuität
77303,M840,,Frakturheilung in Fehlstellung
77304,M8400,,Frakturheilung in Fehlstellung: Mehrere Lokalisationen
77305,M8401,,"Frakturheilung in Fehlstellung: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77306,M8402,,"Frakturheilung in Fehlstellung: Oberarm [Humerus, Ellenbogengelenk]"
77307,M8403,,"Frakturheilung in Fehlstellung: Unterarm [Radius, Ulna, Handgelenk]"
77308,M8404,,"Frakturheilung in Fehlstellung: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77309,M8405,,"Frakturheilung in Fehlstellung: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77310,M8406,,"Frakturheilung in Fehlstellung: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77311,M8407,,"Frakturheilung in Fehlstellung: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77312,M8408,,"Frakturheilung in Fehlstellung: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77313,M8409,,Frakturheilung in Fehlstellung: Nicht näher bezeichnete Lokalisation
77314,M841,,Nichtvereinigung der Frakturenden [Pseudarthrose]
77315,M8410,,Nichtvereinigung der Frakturenden [Pseudarthrose]: Mehrere Lokalisationen
77316,M8411,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77317,M8412,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Oberarm [Humerus, Ellenbogengelenk]"
77318,M8413,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Unterarm [Radius, Ulna, Handgelenk]"
77319,M8414,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77320,M8415,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77321,M8416,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77322,M8417,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77323,M8418,,"Nichtvereinigung der Frakturenden [Pseudarthrose]: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77324,M8419,,Nichtvereinigung der Frakturenden [Pseudarthrose]: Nicht näher bezeichnete Lokalisation
77325,M842,,Verzögerte Frakturheilung
77326,M8420,,Verzögerte Frakturheilung: Mehrere Lokalisationen
77327,M8421,,"Verzögerte Frakturheilung: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77328,M8422,,"Verzögerte Frakturheilung: Oberarm [Humerus, Ellenbogengelenk]"
77329,M8423,,"Verzögerte Frakturheilung: Unterarm [Radius, Ulna, Handgelenk]"
77330,M8424,,"Verzögerte Frakturheilung: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77331,M8425,,"Verzögerte Frakturheilung: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77332,M8426,,"Verzögerte Frakturheilung: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77333,M8427,,"Verzögerte Frakturheilung: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77334,M8428,,"Verzögerte Frakturheilung: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77335,M8429,,Verzögerte Frakturheilung: Nicht näher bezeichnete Lokalisation
77336,M843,,"Stressfraktur, anderenorts nicht klassifiziert"
77337,M8439,,"Stressfraktur, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation"
77338,M844,,"Pathologische Fraktur, anderenorts nicht klassifiziert"
77339,M8449,,"Pathologische Fraktur, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation"
77340,M848,,Sonstige Veränderungen der Knochenkontinuität
77341,M8489,,Sonstige Veränderungen der Knochenkontinuität: Nicht näher bezeichnete Lokalisation
77342,M8490,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Mehrere Lokalisationen"
77343,M8491,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77344,M8492,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77345,M8493,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77346,M8494,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77347,M8495,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77348,M8496,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77349,M8497,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77350,M8498,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77351,M8499,,"Veränderung der Knochenkontinuität, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77352,M85,,Sonstige Veränderungen der Knochendichte und -struktur
77353,M850,,Fibröse Dysplasie (monostotisch)
77354,M851,,Skelettfluorose
77355,M853,,Ostitis condensans
77356,M854,,Solitäre Knochenzyste
77357,M8549,,Solitäre Knochenzyste: Nicht näher bezeichnete Lokalisation
77358,M855,,Aneurysmatische Knochenzyste
77359,M856,,Sonstige Knochenzyste
77360,M858,,Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur
77361,M8590,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Mehrere Lokalisationen"
77362,M8591,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77363,M8592,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77364,M8593,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77365,M8594,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77366,M8595,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77367,M8596,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77368,M8597,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77369,M8598,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77370,M8599,,"Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77371,M86,,Osteomyelitis
77372,M860,,Akute hämatogene Osteomyelitis
77373,M861,,Sonstige akute Osteomyelitis
77374,M862,,Subakute Osteomyelitis
77375,M863,,Chronische multifokale Osteomyelitis
77376,M864,,Chronische Osteomyelitis mit Fistel
77377,M865,,Sonstige chronische hämatogene Osteomyelitis
77378,M866,,Sonstige chronische Osteomyelitis
77379,M868,,Sonstige Osteomyelitis
77380,M8680,,Sonstige Osteomyelitis: Mehrere Lokalisationen
77381,M8681,,"Sonstige Osteomyelitis: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77382,M8682,,"Sonstige Osteomyelitis: Oberarm [Humerus, Ellenbogengelenk]"
77383,M8683,,"Sonstige Osteomyelitis: Unterarm [Radius, Ulna, Handgelenk]"
77384,M8684,,"Sonstige Osteomyelitis: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77385,M8685,,"Sonstige Osteomyelitis: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77386,M8686,,"Sonstige Osteomyelitis: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77387,M8687,,"Sonstige Osteomyelitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77388,M8688,,"Sonstige Osteomyelitis: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77389,M8689,,Sonstige Osteomyelitis: Nicht näher bezeichnete Lokalisation
77390,M8690,,"Osteomyelitis, nicht näher bezeichnet: Mehrere Lokalisationen"
77391,M8691,,"Osteomyelitis, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77392,M8692,,"Osteomyelitis, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77393,M8693,,"Osteomyelitis, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77394,M8694,,"Osteomyelitis, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77395,M8695,,"Osteomyelitis, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77396,M8696,,"Osteomyelitis, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77397,M8697,,"Osteomyelitis, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77398,M8698,,"Osteomyelitis, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77399,M8699,,"Osteomyelitis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77400,M87,,Knochennekrose
77401,M870,,Idiopathische aseptische Knochennekrose
77402,M871,,Knochennekrose durch Arzneimittel
77403,M872,,Knochennekrose durch vorangegangenes Trauma
77404,M873,,Sonstige sekundäre Knochennekrose
77405,M878,,Sonstige Knochennekrose
77406,M8790,,"Knochennekrose, nicht näher bezeichnet: Mehrere Lokalisationen"
77407,M8791,,"Knochennekrose, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77408,M8792,,"Knochennekrose, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77409,M8793,,"Knochennekrose, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77410,M8794,,"Knochennekrose, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77411,M8795,,"Knochennekrose, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77412,M8796,,"Knochennekrose, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77413,M8797,,"Knochennekrose, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77414,M8798,,"Knochennekrose, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77415,M8799,,"Knochennekrose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77416,M88,,Osteodystrophia deformans [Paget-Krankheit]
77417,M888,,Osteodystrophia deformans sonstiger Knochen
77418,M8880,,Osteodystrophia deformans sonstiger Knochen: Mehrere Lokalisationen
77419,M8890,,"Osteodystrophia deformans, nicht näher bezeichnet: Mehrere Lokalisationen"
77420,M8891,,"Osteodystrophia deformans, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77421,M8892,,"Osteodystrophia deformans, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77422,M8893,,"Osteodystrophia deformans, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77423,M8894,,"Osteodystrophia deformans, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77424,M8895,,"Osteodystrophia deformans, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77425,M8896,,"Osteodystrophia deformans, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77426,M8897,,"Osteodystrophia deformans, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77427,M8898,,"Osteodystrophia deformans, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77428,M8899,,"Osteodystrophia deformans, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77429,M89,,Sonstige Knochenkrankheiten
77430,M890,,Neurodystrophie [Algodystrophie]
77431,M891,,Stillstand des Epiphysenwachstums
77432,M8910,,Stillstand des Epiphysenwachstums: Mehrere Lokalisationen
77433,M8911,,"Stillstand des Epiphysenwachstums: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77434,M8914,,"Stillstand des Epiphysenwachstums: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77435,M8917,,"Stillstand des Epiphysenwachstums: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77436,M8919,,Stillstand des Epiphysenwachstums: Nicht näher bezeichnete Lokalisation
77437,M892,,Sonstige Störungen der Knochenentwicklung und des Knochenwachstums
77438,M893,,Hypertrophie des Knochens
