,icd_code,icd_code_desc_de
7334,M2175,"Unterschiedliche Extremitätenlänge (erworben): Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7335,M2176,"Unterschiedliche Extremitätenlänge (erworben): Unterschenkel [Fibula, Tibia, Kniegelenk]"
7336,M2177,"Unterschiedliche Extremitätenlänge (erworben): Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7337,M2179,Unterschiedliche Extremitätenlänge (erworben): Nicht näher bezeichnete Lokalisation
7338,M218,Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten
7339,M2180,Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Mehrere Lokalisationen
7340,M2181,"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7341,M2182,"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Oberarm [Humerus, Ellenbogengelenk]"
7342,M2183,"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Unterarm [Radius, Ulna, Handgelenk]"
7343,M2184,"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7344,M2185,"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7345,M2186,"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7346,M2189,Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Nicht näher bezeichnete Lokalisation
7347,M219,"Erworbene Deformität einer Extremität, nicht näher bezeichnet"
7348,M2190,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Mehrere Lokalisationen"
7349,M2191,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7350,M2192,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
7351,M2193,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
7352,M2194,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7353,M2195,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7354,M2196,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7355,M2197,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7356,M2199,"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
7357,M22,Krankheiten der Patella
7358,M220,Habituelle Luxation der Patella
7359,M221,Habituelle Subluxation der Patella
7360,M222,Krankheiten im Patellofemoralbereich
7361,M223,Sonstige Schädigungen der Patella
7362,M224,Chondromalacia patellae
7363,M228,Sonstige Krankheiten der Patella
7364,M229,"Krankheit der Patella, nicht näher bezeichnet"
7365,M23,Binnenschädigung des Kniegelenkes [internal derangement]
7366,M230,Meniskusganglion
7367,M2300,Meniskusganglion: Mehrere Lokalisationen
7368,M2301,Meniskusganglion: Vorderhorn des Innenmeniskus
7369,M2302,Meniskusganglion: Hinterhorn des Innenmeniskus
7370,M2303,Meniskusganglion: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus
7371,M2304,Meniskusganglion: Vorderhorn des Außenmeniskus
7372,M2305,Meniskusganglion: Hinterhorn des Außenmeniskus
7373,M2306,Meniskusganglion: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus
7374,M2309,Meniskusganglion: Nicht näher bezeichneter Meniskus
7375,M231,Scheibenmeniskus (angeboren)
7376,M2310,Scheibenmeniskus (angeboren): Mehrere Lokalisationen
7377,M2313,Scheibenmeniskus (angeboren): Innenmeniskus
7378,M2316,Scheibenmeniskus (angeboren): Außenmeniskus
7379,M2319,Scheibenmeniskus (angeboren): Nicht näher bezeichneter Meniskus
7380,M232,Meniskusschädigung durch alten Riss oder alte Verletzung
7381,M2320,Meniskusschädigung durch alten Riss oder alte Verletzung: Mehrere Lokalisationen
7382,M2321,Meniskusschädigung durch alten Riss oder alte Verletzung: Vorderhorn des Innenmeniskus
7383,M2322,Meniskusschädigung durch alten Riss oder alte Verletzung: Hinterhorn des Innenmeniskus
7384,M2323,Meniskusschädigung durch alten Riss oder alte Verletzung: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus
7385,M2324,Meniskusschädigung durch alten Riss oder alte Verletzung: Vorderhorn des Außenmeniskus
7386,M2325,Meniskusschädigung durch alten Riss oder alte Verletzung: Hinterhorn des Außenmeniskus
7387,M2326,Meniskusschädigung durch alten Riss oder alte Verletzung: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus
7388,M2329,Meniskusschädigung durch alten Riss oder alte Verletzung: Nicht näher bezeichneter Meniskus
7389,M233,Sonstige Meniskusschädigungen
7390,M2330,Sonstige Meniskusschädigungen: Mehrere Lokalisationen
7391,M2331,Sonstige Meniskusschädigungen: Vorderhorn des Innenmeniskus
7392,M2332,Sonstige Meniskusschädigungen: Hinterhorn des Innenmeniskus
7393,M2333,Sonstige Meniskusschädigungen: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus
7394,M2334,Sonstige Meniskusschädigungen: Vorderhorn des Außenmeniskus
7395,M2335,Sonstige Meniskusschädigungen: Hinterhorn des Außenmeniskus
7396,M2336,Sonstige Meniskusschädigungen: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus
7397,M2339,Sonstige Meniskusschädigungen: Nicht näher bezeichneter Meniskus
7398,M234,Freier Gelenkkörper im Kniegelenk
7399,M235,Chronische Instabilität des Kniegelenkes
7400,M2350,Chronische Instabilität des Kniegelenkes: Mehrere Lokalisationen
7401,M2351,Chronische Instabilität des Kniegelenkes: Vorderes Kreuzband
7402,M2352,Chronische Instabilität des Kniegelenkes: Hinteres Kreuzband
7403,M2353,Chronische Instabilität des Kniegelenkes: Innenband [Lig. collaterale tibiale]
7404,M2354,Chronische Instabilität des Kniegelenkes: Außenband [Lig. collaterale fibulare]
7405,M2357,Chronische Instabilität des Kniegelenkes: Kapselband
7406,M2359,Chronische Instabilität des Kniegelenkes: Nicht näher bezeichnetes Band
7407,M236,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes
7408,M2360,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Mehrere Lokalisationen
7409,M2361,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Vorderes Kreuzband
7410,M2362,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Hinteres Kreuzband
7411,M2363,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Innenband [Lig. collaterale tibiale]
7412,M2364,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Außenband [Lig. collaterale fibulare]
7413,M2367,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Kapselband
7414,M2369,Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Nicht näher bezeichnetes Band
7415,M238,Sonstige Binnenschädigungen des Kniegelenkes
7416,M2380,Sonstige Binnenschädigungen des Kniegelenkes: Mehrere Lokalisationen
7417,M2381,Sonstige Binnenschädigungen des Kniegelenkes: Vorderes Kreuzband
7418,M2382,Sonstige Binnenschädigungen des Kniegelenkes: Hinteres Kreuzband
7419,M2383,Sonstige Binnenschädigungen des Kniegelenkes: Innenband [Lig. collaterale tibiale]
7420,M2384,Sonstige Binnenschädigungen des Kniegelenkes: Außenband [Lig. collaterale fibulare]
7421,M2387,Sonstige Binnenschädigungen des Kniegelenkes: Kapselband
7422,M2389,Sonstige Binnenschädigungen des Kniegelenkes: Nicht näher bezeichnetes Band
7423,M239,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet"
7424,M2390,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Mehrere Lokalisationen"
7425,M2391,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Vorderes Kreuzband oder Vorderhorn des Innenmeniskus"
7426,M2392,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Hinteres Kreuzband oder Hinterhorn des Innenmeniskus"
7427,M2393,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Innenband [Lig. collaterale tibiale] oder sonstiger und nicht näher bezeichneter Teil des Innenmeniskus"
7428,M2394,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Außenband [Lig. collaterale fibulare] oder Vorderhorn des Außenmeniskus"
7429,M2395,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Hinterhorn des Außenmeniskus"
7430,M2396,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus"
7431,M2397,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Kapselband"
7432,M2399,"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Nicht näher bezeichnetes Band oder nicht näher bezeichneter Meniskus"
7433,M24,Sonstige näher bezeichnete Gelenkschädigungen
7434,M240,Freier Gelenkkörper
7435,M2400,Freier Gelenkkörper: Mehrere Lokalisationen
7436,M2401,"Freier Gelenkkörper: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7437,M2402,"Freier Gelenkkörper: Oberarm [Humerus, Ellenbogengelenk]"
7438,M2403,"Freier Gelenkkörper: Unterarm [Radius, Ulna, Handgelenk]"
7439,M2404,"Freier Gelenkkörper: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7440,M2405,"Freier Gelenkkörper: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7441,M2407,"Freier Gelenkkörper: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7442,M2408,"Freier Gelenkkörper: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7443,M2409,Freier Gelenkkörper: Nicht näher bezeichnete Lokalisation
7444,M241,Sonstige Gelenkknorpelschädigungen
7445,M2410,Sonstige Gelenkknorpelschädigungen: Mehrere Lokalisationen
7446,M2411,"Sonstige Gelenkknorpelschädigungen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7447,M2412,"Sonstige Gelenkknorpelschädigungen: Oberarm [Humerus, Ellenbogengelenk]"
7448,M2413,"Sonstige Gelenkknorpelschädigungen: Unterarm [Radius, Ulna, Handgelenk]"
7449,M2414,"Sonstige Gelenkknorpelschädigungen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7450,M2415,"Sonstige Gelenkknorpelschädigungen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7451,M2417,"Sonstige Gelenkknorpelschädigungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7452,M2418,"Sonstige Gelenkknorpelschädigungen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7453,M2419,Sonstige Gelenkknorpelschädigungen: Nicht näher bezeichnete Lokalisation
7454,M242,Krankheiten der Bänder
7455,M2420,Krankheiten der Bänder: Mehrere Lokalisationen
7456,M2421,"Krankheiten der Bänder: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7457,M2422,"Krankheiten der Bänder: Oberarm [Humerus, Ellenbogengelenk]"
7458,M2423,"Krankheiten der Bänder: Unterarm [Radius, Ulna, Handgelenk]"
7459,M2424,"Krankheiten der Bänder: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7460,M2425,"Krankheiten der Bänder: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7461,M2427,"Krankheiten der Bänder: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7462,M2428,"Krankheiten der Bänder: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7463,M2429,Krankheiten der Bänder: Nicht näher bezeichnete Lokalisation
7464,M243,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert"
7465,M2430,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Mehrere Lokalisationen"
7466,M2431,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7467,M2432,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk]"
7468,M2433,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk]"
7469,M2434,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7470,M2435,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7471,M2436,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7472,M2437,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7473,M2438,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7474,M2439,"Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation"
7475,M244,Habituelle Luxation und Subluxation eines Gelenkes
7476,M2440,Habituelle Luxation und Subluxation eines Gelenkes: Mehrere Lokalisationen
7477,M2441,"Habituelle Luxation und Subluxation eines Gelenkes: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7478,M2442,"Habituelle Luxation und Subluxation eines Gelenkes: Oberarm [Humerus, Ellenbogengelenk]"
7479,M2443,"Habituelle Luxation und Subluxation eines Gelenkes: Unterarm [Radius, Ulna, Handgelenk]"
7480,M2444,"Habituelle Luxation und Subluxation eines Gelenkes: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7481,M2445,"Habituelle Luxation und Subluxation eines Gelenkes: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7482,M2446,"Habituelle Luxation und Subluxation eines Gelenkes: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7483,M2447,"Habituelle Luxation und Subluxation eines Gelenkes: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7484,M2448,"Habituelle Luxation und Subluxation eines Gelenkes: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7485,M2449,Habituelle Luxation und Subluxation eines Gelenkes: Nicht näher bezeichnete Lokalisation
7486,M245,Gelenkkontraktur
7487,M2450,Gelenkkontraktur: Mehrere Lokalisationen
7488,M2451,"Gelenkkontraktur: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7489,M2452,"Gelenkkontraktur: Oberarm [Humerus, Ellenbogengelenk]"
7490,M2453,"Gelenkkontraktur: Unterarm [Radius, Ulna, Handgelenk]"
7491,M2454,"Gelenkkontraktur: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7492,M2455,"Gelenkkontraktur: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7493,M2456,"Gelenkkontraktur: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7494,M2457,"Gelenkkontraktur: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7495,M2458,"Gelenkkontraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7496,M2459,Gelenkkontraktur: Nicht näher bezeichnete Lokalisation
7497,M246,Ankylose eines Gelenkes
7498,M2460,Ankylose eines Gelenkes: Mehrere Lokalisationen
7499,M2461,"Ankylose eines Gelenkes: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7500,M2462,"Ankylose eines Gelenkes: Oberarm [Humerus, Ellenbogengelenk]"
7501,M2463,"Ankylose eines Gelenkes: Unterarm [Radius, Ulna, Handgelenk]"
7502,M2464,"Ankylose eines Gelenkes: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7503,M2465,"Ankylose eines Gelenkes: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7504,M2466,"Ankylose eines Gelenkes: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7505,M2467,"Ankylose eines Gelenkes: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7506,M2468,"Ankylose eines Gelenkes: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7507,M2469,Ankylose eines Gelenkes: Nicht näher bezeichnete Lokalisation
7508,M247,Protrusio acetabuli
7509,M248,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert"
7510,M2480,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Mehrere Lokalisationen"
7511,M2481,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7512,M2482,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk]"
7513,M2483,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk]"
7514,M2484,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7515,M2485,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7516,M2487,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7517,M2488,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7518,M2489,"Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation"
7519,M249,"Gelenkschädigung, nicht näher bezeichnet"
7520,M2490,"Gelenkschädigung, nicht näher bezeichnet: Mehrere Lokalisationen"
7521,M2491,"Gelenkschädigung, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7522,M2492,"Gelenkschädigung, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
7523,M2493,"Gelenkschädigung, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
7524,M2494,"Gelenkschädigung, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7525,M2495,"Gelenkschädigung, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7526,M2497,"Gelenkschädigung, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7527,M2498,"Gelenkschädigung, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7528,M2499,"Gelenkschädigung, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
7529,M25,"Sonstige Gelenkkrankheiten, anderenorts nicht klassifiziert"
7530,M250,Hämarthros
7531,M2500,Hämarthros: Mehrere Lokalisationen
7532,M2501,"Hämarthros: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7533,M2502,"Hämarthros: Oberarm [Humerus, Ellenbogengelenk]"
7534,M2503,"Hämarthros: Unterarm [Radius, Ulna, Handgelenk]"
7535,M2504,"Hämarthros: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7536,M2505,"Hämarthros: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7537,M2506,"Hämarthros: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7538,M2507,"Hämarthros: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7539,M2508,"Hämarthros: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7540,M2509,Hämarthros: Nicht näher bezeichnete Lokalisation
7541,M251,Gelenkfistel
7542,M2510,Gelenkfistel: Mehrere Lokalisationen
7543,M2511,"Gelenkfistel: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7544,M2512,"Gelenkfistel: Oberarm [Humerus, Ellenbogengelenk]"
7545,M2513,"Gelenkfistel: Unterarm [Radius, Ulna, Handgelenk]"
7546,M2514,"Gelenkfistel: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7547,M2515,"Gelenkfistel: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7548,M2516,"Gelenkfistel: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7549,M2517,"Gelenkfistel: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7550,M2518,"Gelenkfistel: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7551,M2519,Gelenkfistel: Nicht näher bezeichnete Lokalisation
7552,M252,Schlottergelenk
7553,M2520,Schlottergelenk: Mehrere Lokalisationen
7554,M2521,"Schlottergelenk: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7555,M2522,"Schlottergelenk: Oberarm [Humerus, Ellenbogengelenk]"
7556,M2523,"Schlottergelenk: Unterarm [Radius, Ulna, Handgelenk]"
7557,M2524,"Schlottergelenk: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7558,M2525,"Schlottergelenk: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7559,M2526,"Schlottergelenk: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7560,M2527,"Schlottergelenk: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7561,M2528,"Schlottergelenk: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7562,M2529,Schlottergelenk: Nicht näher bezeichnete Lokalisation
7563,M253,Sonstige Instabilität eines Gelenkes
7564,M2530,Sonstige Instabilität eines Gelenkes: Mehrere Lokalisationen
7565,M2531,"Sonstige Instabilität eines Gelenkes: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7566,M2532,"Sonstige Instabilität eines Gelenkes: Oberarm [Humerus, Ellenbogengelenk]"
7567,M2533,"Sonstige Instabilität eines Gelenkes: Unterarm [Radius, Ulna, Handgelenk]"
7568,M2534,"Sonstige Instabilität eines Gelenkes: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7569,M2535,"Sonstige Instabilität eines Gelenkes: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7570,M2536,"Sonstige Instabilität eines Gelenkes: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7571,M2537,"Sonstige Instabilität eines Gelenkes: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7572,M2538,"Sonstige Instabilität eines Gelenkes: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7573,M2539,Sonstige Instabilität eines Gelenkes: Nicht näher bezeichnete Lokalisation
7574,M254,Gelenkerguss
7575,M2540,Gelenkerguss: Mehrere Lokalisationen
7576,M2541,"Gelenkerguss: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7577,M2542,"Gelenkerguss: Oberarm [Humerus, Ellenbogengelenk]"
7578,M2543,"Gelenkerguss: Unterarm [Radius, Ulna, Handgelenk]"
7579,M2544,"Gelenkerguss: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7580,M2545,"Gelenkerguss: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7581,M2546,"Gelenkerguss: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7582,M2547,"Gelenkerguss: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7583,M2548,"Gelenkerguss: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7584,M2549,Gelenkerguss: Nicht näher bezeichnete Lokalisation
7585,M255,Gelenkschmerz
7586,M2550,Gelenkschmerz: Mehrere Lokalisationen
7587,M2551,"Gelenkschmerz: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7588,M2552,"Gelenkschmerz: Oberarm [Humerus, Ellenbogengelenk]"
7589,M2553,"Gelenkschmerz: Unterarm [Radius, Ulna, Handgelenk]"
7590,M2554,"Gelenkschmerz: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7591,M2555,"Gelenkschmerz: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7592,M2556,"Gelenkschmerz: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7593,M2557,"Gelenkschmerz: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7594,M2558,"Gelenkschmerz: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
